level,expression,reading
N2,アクセント,アクセント
N2,アンテナ,アンテナ
N2,イコール,イコール
N2,インキ,インキ
N2,ウエートレス,ウエートレス
N2,ウーマン,ウーマン
N2,ウール,ウール
N2,エチケット,エチケット
N2,エプロン,エプロン
N2,オイル,オイル
N2,オルガン,オルガン
N2,オーケストラ,オーケストラ
N2,オートメーション,オートメーション
N2,カセット,カセット
N2,カバー,カバー
N2,カラー,カラー
N2,カロリー,カロリー
N2,カーブ,カーブ
N2,ガム,ガム
N2,キャンパス,キャンパス
N2,ギャング,ギャング
N2,クリーニング,クリーニング
N2,クーラー,クーラー
N2,コック,コック
N2,コレクション,コレクション
N2,コンクリート,コンクリート
N2,コンクール,コンクール
N2,コンセント,コンセント
N2,コース,コース
N2,コーラス,コーラス
N2,ゴム,ゴム
N2,サイレン,サイレン
N2,サラリーマン,サラリーマン
N2,サンプル,サンプル
N2,サークル,サークル
N2,シャッター,シャッター
N2,ショップ,ショップ
N2,シリーズ,シリーズ
N2,シーズン,シーズン
N2,シーツ,シーツ
N2,ジャーナリスト,ジャーナリスト
N2,スカーフ,スカーフ
N2,スクール,スクール
N2,スタート,スタート
N2,スチュワーデス,スチュワーデス
N2,ステージ,ステージ
N2,ストッキング,ストッキング
N2,ストップ,ストップ
N2,スピーカー,スピーカー
N2,スマート,スマート
N2,スライド,スライド
N2,スリッパ,スリッパ
N2,セメント,セメント
N2,センチ,センチ
N2,ゼミ,ゼミ
N2,タイア,タイア
N2,ダイヤグラム,ダイヤグラム
N2,ダイヤモンド,ダイヤモンド
N2,ダイヤル,ダイヤル
N2,ダブル,ダブル
N2,ダム,ダム
N2,チップ,チップ
N2,チョーク,チョーク
N2,テニスコート,テニスコート
N2,テンポ,テンポ
N2,テーマ,テーマ
N2,ナイロン,ナイロン
N2,ナンバー,ナンバー
N2,ネックレス,ネックレス
N2,ハンドル,ハンドル
N2,バイバイ,バイバイ
N2,バケツ,バケツ
N2,バック,バック
N2,バンド,バンド
N2,パターン,パターン
N2,パンツ,パンツ
N2,ビタミン,ビタミン
N2,ビニール,ビニール
N2,ビルディング,ビルディング
N2,ピストル,ピストル
N2,ピンク,ピンク
N2,ファスナー,ファスナー
N2,フライパン,フライパン
N2,フリー,フリー
N2,ブラウス,ブラウス
N2,ブラシ,ブラシ
N2,ブローチ,ブローチ
N2,プラットホーム,プラットホーム
N2,プリント,プリント
N2,プログラム,プログラム
N2,ヘリコプター,ヘリコプター
N2,ベテラン,ベテラン
N2,ペンチ,ペンチ
N2,ボーナス,ボーナス
N2,ポスター,ポスター
N2,マスク,マスク
N2,マフラー,マフラー
N2,マラソン,マラソン
N2,マンション,マンション
N2,ミシン,ミシン
N2,ミリ (メートル),ミリ (メートル)
N2,メニュー,メニュー
N2,モダン,モダン
N2,モデル,モデル
N2,モノレール,モノレール
N2,モーター,モーター
N2,ラッシュアワー,ラッシュアワー
N2,ランチ,ランチ
N2,ランニング,ランニング
N2,リズム,リズム
N2,リットル,リットル
N2,リボン,リボン
N2,リポート,リポート
N2,レインコート,レインコート
N2,レクリェーション,レクリェーション
N2,レジャー,レジャー
N2,レンズ,レンズ
N2,ロッカー,ロッカー
N2,ロビー,ロビー
N2,ローマ字,ローマじ
N2,ワンピース,ワンピース
N2,一休み,ひとやすみ
N2,一定,いってい
N2,一応,いちおう
N2,一斉,いっせい
N2,一旦,いったん
N2,一昨年,いっさくねん
N2,一昨日,いっさくじつ
N2,一昨昨日,さきおととい
N2,一段と,いちだんと
N2,一流,いちりゅう
N2,一通り,ひととおり
N2,一～,ひと～
N2,万歳,ばんざい
N2,三日月,みかづき
N2,三角,さんかく
N2,上り,のぼり
N2,上下,じょうげ
N2,上品,じょうひん
N2,上旬,じょうじゅん
N2,上級,じょうきゅう
N2,上～,うわ～
N2,下品,げひん
N2,下旬,げじゅん
N2,下書き,したがき
N2,下水,げすい
N2,下町,したまち
N2,下線,かせん
N2,下車,げしゃ
N2,下降,かこう
N2,下駄,げた
N2,不潔,ふけつ
N2,不規則,ふきそく
N2,不運,ふうん
N2,両側,りょうがわ
N2,両～,りょう～
N2,並木,なみき
N2,並行,へいこう
N2,中世,ちゅうせい
N2,中年,ちゅうねん
N2,中性,ちゅうせい
N2,中指,なかゆび
N2,中旬,ちゅうじゅん
N2,中途,ちゅうと
N2,中間,ちゅうかん
N2,主人,しゅじん
N2,主役,しゅやく
N2,主語,しゅご
N2,丼,どんぶり
N2,乗り越し,のりこし
N2,乗換,のりかえ
N2,乗車,じょうしゃ
N2,乱暴,らんぼう
N2,乾杯,かんぱい
N2,乾電池,かんでんち
N2,予備,よび
N2,五十音,ごじゅうおん
N2,井戸,いど
N2,交差,こうさ
N2,交替,こうたい
N2,交流,こうりゅう
N2,交通機関,こうつうきかん
N2,人事,じんじ
N2,人命,じんめい
N2,人差指,ひとさしゆび
N2,人文科学,じんぶんかがく
N2,人通り,ひとどおり
N2,人造,じんぞう
N2,今～,こん～
N2,仕上がる,しあがる
N2,仕方がない,しかたがない
N2,付近,ふきん
N2,代名詞,だいめいし
N2,以後,いご
N2,以降,いこう
N2,仮名,かな
N2,仮名遣い,かなづかい
N2,仲直り,なかなおり
N2,仲良し,なかよし
N2,休業,きゅうぎょう
N2,休講,きゅうこう
N2,休養,きゅうよう
N2,会館,かいかん
N2,伝染,でんせん
N2,伝記,でんき
N2,伯母,おば
N2,伯父,おじ
N2,伯父さん,おじさん
N2,但し,ただし
N2,低下,ていか
N2,低～,てい～
N2,住まい,すまい
N2,体制,たいせい
N2,体操,たいそう
N2,体積,たいせき
N2,体系,たいけい
N2,何々,なになに
N2,何分,なにぶん
N2,余る,あまる
N2,余所,よそ
N2,余計,よけい
N2,作成,さくせい
N2,作者,さくしゃ
N2,作製,さくせい
N2,例える,たとえる
N2,侵入,しんにゅう
N2,便所,べんじょ
N2,便箋,びんせん
N2,係わる,かかわる
N2,俄,にわか
N2,保健,ほけん
N2,信ずる,しんずる
N2,修繕,しゅうぜん
N2,俳句,はいく
N2,倉庫,そうこ
N2,個体,こたい
N2,倣う,ならう
N2,偉い,えらい
N2,停止,ていし
N2,停車,ていしゃ
N2,偶数,ぐうすう
N2,傑作,けっさく
N2,催し,もよおし
N2,催促,さいそく
N2,傾く,かたむく
N2,傾らか,なだらか
N2,儀式,ぎしき
N2,儲かる,もうかる
N2,儲ける,もうける
N2,元々,もともと
N2,元日,がんじつ
N2,先々月,せんせんげつ
N2,先々週,せんせんしゅう
N2,先祖,せんぞ
N2,先程,さきほど
N2,先端,せんたん
N2,先頭,せんとう
N2,光線,こうせん
N2,免税,めんぜい
N2,入れ物,いれもの
N2,入社,にゅうしゃ
N2,全力,ぜんりょく
N2,全般,ぜんぱん
N2,全集,ぜんしゅう
N2,公共,こうきょう
N2,公務,こうむ
N2,公害,こうがい
N2,公式,こうしき
N2,公衆,こうしゅう
N2,公表,こうひょう
N2,共産～,きょうさん～
N2,兵隊,へいたい
N2,兼ねる,かねる
N2,内科,ないか
N2,内線,ないせん
N2,円周,えんしゅう
N2,再三,さいさん
N2,再～,さい～
N2,写生,しゃせい
N2,冠,かんむり
N2,冷凍,れいとう
N2,凍える,こごえる
N2,凸凹,でこぼこ
N2,凹む,へこむ
N2,出入り,でいり
N2,出入口,でいりぐち
N2,出勤,しゅっきん
N2,出張,しゅっちょう
N2,出来上がり,できあがり
N2,出来上がる,できあがる
N2,出迎え,でむかえ
N2,分布,ぶんぷ
N2,分数,ぶんすう
N2,分解,ぶんかい
N2,分量,ぶんりょう
N2,分類,ぶんるい
N2,列島,れっとう
N2,初めに,はじめに
N2,初旬,しょじゅん
N2,初歩,しょほ
N2,初級,しょきゅう
N2,初～,しょ～
N2,判事,はんじ
N2,判子,はんこ
N2,別々,べつべつ
N2,別荘,べっそう
N2,利害,りがい
N2,制作,せいさく
N2,刺身,さしみ
N2,刻む,きざむ
N2,剃る,そる
N2,剃刀,かみそり
N2,削る,けずる
N2,削除,さくじょ
N2,前後,ぜんご
N2,前～,ぜん～
N2,剥す,はがす
N2,副詞,ふくし
N2,副～,ふく～
N2,割と,わりと
N2,割合に,わりあいに
N2,割引,わりびき
N2,割算,わりざん
N2,創作,そうさく
N2,力強い,ちからづよい
N2,功績,こうせき
N2,加熱,かねつ
N2,加速,かそく
N2,加速度,かそくど
N2,助教授,じょきょうじゅ
N2,努める,つとめる
N2,効力,こうりょく
N2,勇ましい,いさましい
N2,動作,どうさ
N2,勘違い,かんちがい
N2,務める,つとめる
N2,勝手に,かってに
N2,勝敗,しょうはい
N2,勝負,しょうぶ
N2,募集,ぼしゅう
N2,匂う,におう
N2,包丁,ほうちょう
N2,包帯,ほうたい
N2,北極,ほっきょく
N2,匙,さじ
N2,区分,くぶん
N2,区切る,くぎる
N2,区域,くいき
N2,半島,はんとう
N2,半径,はんけい
N2,卑怯,ひきょう
N2,卒直,そっちょく
N2,南北,なんぼく
N2,南極,なんきょく
N2,南米,なんべい
N2,単数,たんすう
N2,占う,うらなう
N2,危うい,あやうい
N2,却って,かえって
N2,厚かましい,あつかましい
N2,原始,げんし
N2,原料,げんりょう
N2,原理,げんり
N2,原産,げんさん
N2,原稿,げんこう
N2,厳重,げんじゅう
N2,反映,はんえい
N2,反～,はん～
N2,叔母,おば
N2,叔父,おじ
N2,叔父さん,おじさん
N2,取り入れる,とりいれる
N2,取り出す,とりだす
N2,取り消す,とりけす
N2,受け持つ,うけもつ
N2,受取,うけとり
N2,受話器,じゅわき
N2,受験,じゅけん
N2,口実,こうじつ
N2,口紅,くちべに
N2,古典,こてん
N2,古里,ふるさと
N2,古～,ふる～
N2,句読点,くとうてん
N2,可愛がる,かわいがる
N2,可決,かけつ
N2,台詞,せりふ
N2,司会,しかい
N2,各々,おのおの
N2,各地,かくち
N2,各自,かくじ
N2,各～,かく～
N2,合同,ごうどう
N2,合流,ごうりゅう
N2,合理,ごうり
N2,吊す,つるす
N2,吊る,つる
N2,同格,どうかく
N2,同～,どう～
N2,名作,めいさく
N2,名字,みょうじ
N2,名所,めいしょ
N2,名物,めいぶつ
N2,名～,めい～
N2,吐き気,はきけ
N2,吹雪,ふぶき
N2,呆れる,あきれる
N2,呑気,のんき
N2,周辺,しゅうへん
N2,味わう,あじわう
N2,呼び出す,よびだす
N2,呼び掛ける,よびかける
N2,命ずる,めいずる
N2,和服,わふく
N2,和英,わえい
N2,和～,わ～
N2,唇,くちびる
N2,商店,しょうてん
N2,商業,しょうぎょう
N2,商社,しょうしゃ
N2,問い合わせ,といあわせ
N2,問答,もんどう
N2,器具,きぐ
N2,噴水,ふんすい
N2,噴火,ふんか
N2,囁く,ささやく
N2,四つ角,よつかど
N2,四捨五入,ししゃごにゅう
N2,四角い,しかくい
N2,回り道,まわりみち
N2,回数,かいすう
N2,回数券,かいすうけん
N2,回答,かいとう
N2,回転,かいてん
N2,団地,だんち
N2,図々しい,ずうずうしい
N2,図形,ずけい
N2,図表,ずひょう
N2,図鑑,ずかん
N2,固まる,かたまる
N2,国王,こくおう
N2,国立,こくりつ
N2,園芸,えんげい
N2,圧縮,あっしゅく
N2,在学,ざいがく
N2,地下水,ちかすい
N2,地名,ちめい
N2,地帯,ちたい
N2,地点,ちてん
N2,地盤,じばん
N2,地質,ちしつ
N2,地面,じめん
N2,坊さん,ぼうさん
N2,坊っちゃん,ぼっちゃん
N2,坊や,ぼうや
N2,垂直,すいちょく
N2,垣根,かきね
N2,執筆,しっぴつ
N2,基地,きち
N2,基準,きじゅん
N2,基盤,きばん
N2,基礎,きそ
N2,堪える,こらえる
N2,塊,かたまり
N2,塞がる,ふさがる
N2,塞ぐ,ふさぐ
N2,塩辛い,しおからい
N2,塵紙,ちりがみ
N2,境界,きょうかい
N2,増大,ぞうだい
N2,増減,ぞうげん
N2,売り切れ,うりきれ
N2,売り切れる,うりきれる
N2,売上,うりあげ
N2,売店,ばいてん
N2,売行き,うれゆき
N2,売買,ばいばい
N2,夕刊,ゆうかん
N2,夕日,ゆうひ
N2,夕立,ゆうだち
N2,外科,げか
N2,外部,がいぶ
N2,外～,がい～
N2,夜行,やこう
N2,夜間,やかん
N2,大して,たいして
N2,大凡,おおよそ
N2,大分,だいぶん
N2,大学院,だいがくいん
N2,大小,だいしょう
N2,大層,たいそう
N2,大工,だいく
N2,大木,たいぼく
N2,大通り,おおどおり
N2,天皇,てんのう
N2,太鼓,たいこ
N2,夫妻,ふさい
N2,失恋,しつれん
N2,女の人,おんなのひと
N2,女房,にょうぼう
N2,女～,じょ～
N2,好き好き,すきずき
N2,好き嫌い,すききらい
N2,妥当,だとう
N2,妨げる,さまたげる
N2,始めに,はじめに
N2,始終,しじゅう
N2,姪,めい
N2,姿勢,しせい
N2,威張る,いばる
N2,娯楽,ごらく
N2,嫌がる,いやがる
N2,子孫,しそん
N2,存じる,ぞんじる
N2,存ずる,ぞんずる
N2,孝行,こうこう
N2,学会,がっかい
N2,学力,がくりょく
N2,学年,がくねん
N2,学科,がっか
N2,学級,がっきゅう
N2,学術,がくじゅつ
N2,安易,あんい
N2,官庁,かんちょう
N2,定休日,ていきゅうび
N2,定価,ていか
N2,定員,ていいん
N2,定期券,ていきけん
N2,定規,じょうぎ
N2,宛名,あてな
N2,実る,みのる
N2,実例,じつれい
N2,実感,じっかん
N2,実物,じつぶつ
N2,実用,じつよう
N2,実績,じっせき
N2,実習,じっしゅう
N2,客席,きゃくせき
N2,客間,きゃくま
N2,室～,しつ～
N2,宴会,えんかい
N2,家主,やぬし
N2,家屋,かおく
N2,容積,ようせき
N2,寒帯,かんたい
N2,寝台,しんだい
N2,寝巻,ねまき
N2,寝間着,ねまき
N2,寸法,すんぽう
N2,寺院,じいん
N2,対立,たいりつ
N2,対策,たいさく
N2,寿命,じゅみょう
N2,専制,せんせい
N2,将棋,しょうぎ
N2,小便,しょうべん
N2,小学生,しょうがくせい
N2,小指,こゆび
N2,小数,しょうすう
N2,小母さん,おばさん
N2,小父さん,おじさん
N2,小遣い,こづかい
N2,小～,こ～
N2,尖る,とがる
N2,就任,しゅうにん
N2,屋外,おくがい
N2,屑,くず
N2,展開,てんかい
N2,属する,ぞくする
N2,山林,さんりん
N2,岬,みさき
N2,峠,とうげ
N2,崩す,くずす
N2,崩れる,くずれる
N2,巡る,めぐる
N2,巡査,じゅんさ
N2,工事,こうじ
N2,工員,こういん
N2,工夫,くふう
N2,工芸,こうげい
N2,差し引き,さしひき
N2,差し支え,さしつかえ
N2,干す,ほす
N2,平凡,へいぼん
N2,平日,へいじつ
N2,平気,へいき
N2,平野,へいや
N2,年度,ねんど
N2,幼児,ようじ
N2,幼稚,ようち
N2,幼稚園,ようちえん
N2,幾分,いくぶん
N2,幾～,いく～
N2,広々,ひろびろ
N2,広さ,ひろさ
N2,広場,ひろば
N2,床の間,とこのま
N2,店屋,みせや
N2,座布団,ざぶとん
N2,座敷,ざしき
N2,延長,えんちょう
N2,引き出す,ひきだす
N2,引き止める,ひきとめる
N2,引き返す,ひきかえす
N2,引っ掛かる,ひっかかる
N2,引っ繰り返す,ひっくりかえす
N2,引っ繰り返る,ひっくりかえる
N2,引っ込む,ひっこむ
N2,引分け,ひきわけ
N2,引力,いんりょく
N2,引受る,ひきうける
N2,引算,ひきざん
N2,弟子,でし
N2,弱点,じゃくてん
N2,張り切る,はりきる
N2,強化,きょうか
N2,強引,ごういん
N2,強気,つよき
N2,当てはまる,あてはまる
N2,当てはめる,あてはめる
N2,当日,とうじつ
N2,当番,とうばん
N2,形容動詞,けいようどうし
N2,形容詞,けいようし
N2,形式,けいしき
N2,彫る,ほる
N2,彫刻,ちょうこく
N2,役人,やくにん
N2,役所,やくしょ
N2,役目,やくめ
N2,役者,やくしゃ
N2,往復,おうふく
N2,待ち合わせる,まちあわせる
N2,待合室,まちあいしつ
N2,御中,おんちゅう
N2,御免,ごめん
N2,御無沙汰,ごぶさた
N2,御覧,ごらん
N2,御～,おん～
N2,循環,じゅんかん
N2,心当たり,こころあたり
